time_stamp,sensor_index,humidity,temperature,pm2.5_atm_a,pm2.5_atm_b,pm2.5_cf_1_a,pm2.5_cf_1_b
2021-01-02 20:20:00+00:00,182,71.0,53.0,0.578,0.534,0.578,0.534
2021-01-02 20:30:00+00:00,182,71.4,53.0,0.52,0.676,0.52,0.676
2021-01-02 20:40:00+00:00,182,71.2,52.8,0.228,0.326,0.228,0.326
2021-01-02 20:50:00+00:00,182,71.8,52.8,0.29,0.272,0.29,0.272
2021-01-02 21:00:00+00:00,182,71.8,52.6,0.146,0.26,0.146,0.26
2021-01-02 21:10:00+00:00,182,71.8,53.0,0.048,0.442,0.048,0.442
2021-01-02 21:20:00+00:00,182,71.8,53.0,0.156,0.072,0.156,0.072
2021-01-02 21:30:00+00:00,182,72.0,53.0,0.254,0.414,0.254,0.414
2021-01-02 21:40:00+00:00,182,72.0,53.0,0.128,0.184,0.128,0.184
2021-01-02 21:50:00+00:00,182,72.0,53.0,0.258,0.182,0.258,0.182
2021-01-02 22:00:00+00:00,182,72.0,53.0,0.312,0.392,0.312,0.392
2021-01-02 22:10:00+00:00,182,72.6,53.0,0.196,0.236,0.196,0.236
2021-01-02 22:20:00+00:00,182,72.8,53.0,0.16,0.364,0.16,0.364
2021-01-02 22:30:00+00:00,182,73.0,53.4,0.078,0.226,0.078,0.226
2021-01-02 22:40:00+00:00,182,72.8,53.2,0.084,0.22,0.084,0.22
2021-01-02 22:50:00+00:00,182,73.0,53.2,0.224,0.212,0.224,0.212
2021-01-02 23:00:00+00:00,182,73.0,53.4,0.296,0.166,0.296,0.166
2021-01-02 23:10:00+00:00,182,72.8,53.6,0.154,0.01,0.154,0.01
2021-01-02 23:20:00+00:00,182,72.8,54.0,0.256,0.242,0.256,0.242
2021-01-02 23:30:00+00:00,182,72.6,53.6,0.618,0.742,0.618,0.742
2021-01-02 23:40:00+00:00,182,72.8,53.8,0.872,1.104,0.872,1.104
2021-01-02 23:50:00+00:00,182,72.0,54.0,1.744,1.876,1.744,1.876
2021-01-03 00:00:00+00:00,182,72.0,54.0,0.984,1.14,0.984,1.14
2021-01-03 00:10:00+00:00,182,72.0,54.0,0.816,0.908,0.816,0.908
2021-01-03 00:20:00+00:00,182,71.0,54.0,1.072,1.608,1.072,1.608
2021-01-03 00:30:00+00:00,182,70.8,54.4,3.554,4.292,3.554,4.292
2021-01-03 00:40:00+00:00,182,70.0,54.2,2.094,2.424,2.094,2.424
2021-01-03 00:50:00+00:00,182,69.6,54.0,0.552,1.06,0.552,1.06
2021-01-03 01:00:00+00:00,182,69.0,54.6,0.482,0.396,0.482,0.396
2021-01-03 01:10:00+00:00,182,69.0,54.0,1.256,1.648,1.256,1.648
2021-01-03 01:20:00+00:00,182,69.0,53.4,6.768,8.514,6.768,8.514
2021-01-03 01:30:00+00:00,182,69.6,52.8,2.328,2.898,2.328,2.898
2021-01-03 01:40:00+00:00,182,70.0,52.2,0.938,1.192,0.938,1.192
2021-01-03 01:50:00+00:00,182,70.4,52.0,0.444,0.344,0.444,0.344
2021-01-03 02:00:00+00:00,182,70.6,52.0,0.12,0.18,0.12,0.18
2021-01-03 02:10:00+00:00,182,70.2,52.0,0.128,0.168,0.128,0.168
2021-01-03 02:20:00+00:00,182,70.0,52.0,0.072,0.08,0.072,0.08
2021-01-03 02:30:00+00:00,182,70.0,51.6,0.012,0.216,0.012,0.216
2021-01-03 02:40:00+00:00,182,70.0,51.2,0.14,0.434,0.14,0.434
2021-01-03 02:50:00+00:00,182,70.0,51.0,0.088,0.698,0.088,0.698
2021-01-03 03:00:00+00:00,182,70.0,51.0,0.148,1.01,0.148,1.01
2021-01-03 03:10:00+00:00,182,70.0,51.0,0.162,0.868,0.162,0.868
2021-01-03 03:20:00+00:00,182,69.4,50.8,0.1,0.998,0.1,0.998
2021-01-03 03:30:00+00:00,182,69.8,50.4,0.278,1.442,0.278,1.442
2021-01-03 03:40:00+00:00,182,70.0,50.2,0.764,3.244,0.764,3.244
2021-01-03 03:50:00+00:00,182,69.0,50.0,0.896,3.248,0.896,3.248
2021-01-03 04:00:00+00:00,182,69.0,50.4,0.936,3.442,0.936,3.442
2021-01-03 04:10:00+00:00,182,69.0,50.0,2.562,5.93,2.562,5.93
2021-01-03 04:20:00+00:00,182,69.0,50.0,0.812,2.928,0.812,2.928
2021-01-03 04:30:00+00:00,182,69.0,50.0,1.988,4.678,1.988,4.678
2021-01-03 04:40:00+00:00,182,69.0,50.0,2.958,5.118,2.958,5.118
2021-01-03 04:50:00+00:00,182,69.8,50.0,1.34,2.834,1.34,2.834
2021-01-03 05:00:00+00:00,182,69.2,49.8,2.77,4.518,2.77,4.518
2021-01-03 05:10:00+00:00,182,69.0,49.2,5.392,6.884,5.392,6.884
2021-01-03 05:20:00+00:00,182,69.2,49.0,7.848,9.034,7.848,9.034
2021-01-03 05:30:00+00:00,182,69.8,49.0,7.31,8.518,7.31,8.518
